,rainfall_mm,snow_depth_cm,air_temp,max_temp,min_temp,min_ground_temp
989,2.6,-1.0,16.7,18.9,15.3,14.6
990,1.8,-1.0,15.4,19.4,12.0,10.6
991,-1.0,-1.0,14.4,17.9,12.9,11.7
992,0.4,-1.0,13.6,17.7,8.7,3.5
993,2.9,-1.0,14.7,17.2,12.5,8.7
994,9.5,-1.0,15.8,20.6,13.5,9.4
995,0.5,-1.0,14.1,18.6,9.3,8.2
996,4.7,-1.0,14.7,16.2,12.2,8.6
997,3.1,-1.0,15.0,18.3,13.0,12.8
998,0.3,-1.0,15.6,18.4,13.3,12.5
999,1.3,-1.0,17.1,19.9,14.8,14.0
1000,-1.0,-1.0,18.2,22.4,14.1,10.5
1001,0.0,-1.0,19.0,22.5,13.7,9.6
1002,0.8,-1.0,17.9,21.4,17.0,17.1
1003,0.0,-1.0,16.7,20.6,13.9,12.7
1004,-1.0,-1.0,14.6,19.4,12.0,8.2
1005,5.9,-1.0,16.6,20.0,12.1,7.5
1006,-1.0,-1.0,17.0,18.4,15.3,15.3
1007,-1.0,-1.0,18.1,20.6,16.6,14.2
1008,1.3,-1.0,14.3,18.2,9.8,6.0
1009,11.2,-1.0,13.6,15.3,12.6,8.9
1010,0.4,-1.0,13.1,17.9,11.5,11.5
1011,-1.0,-1.0,15.1,21.0,8.3,4.5
1012,-1.0,-1.0,16.9,20.6,14.6,13.2
1013,-1.0,-1.0,15.6,19.6,13.7,10.4
1014,39.2,-1.0,13.4,16.8,8.2,3.3
1015,-1.0,-1.0,14.9,18.0,13.0,12.5
1016,-1.0,-1.0,14.2,19.9,10.5,7.6
1017,-1.0,-1.0,13.1,17.6,7.3,3.2
1018,-1.0,-1.0,18.2,23.2,14.9,13.7
1019,-1.0,-1.0,14.7,19.7,11.8,9.6
1020,-1.0,-1.0,13.9,18.7,7.3,2.8
1021,-1.0,-1.0,15.2,20.2,11.1,6.0
1022,0.0,-1.0,15.7,19.4,12.4,8.5
1023,-1.0,-1.0,15.9,20.2,13.7,11.9
1024,-1.0,-1.0,13.9,19.6,7.4,3.1
1025,-1.0,-1.0,12.3,16.7,6.7,3.1
1026,-1.0,-1.0,13.3,19.0,9.6,5.3
1027,-1.0,-1.0,11.5,15.3,8.3,5.6
1028,-1.0,-1.0,10.8,13.3,8.9,6.9
1029,-1.0,-1.0,10.4,15.5,5.8,1.3
1030,-1.0,-1.0,9.8,14.8,5.5,0.2
1031,-1.0,-1.0,10.5,16.3,5.4,2.1
1032,-1.0,-1.0,10.3,16.2,5.7,2.4
1033,-1.0,-1.0,10.1,13.9,6.5,1.7
1034,-1.0,-1.0,8.4,10.9,5.2,1.4
1035,-1.0,-1.0,9.0,11.5,5.9,4.6
1036,-1.0,-1.0,12.6,15.4,8.8,6.3
1037,-1.0,-1.0,13.7,16.4,11.5,4.5
1038,-1.0,-1.0,12.9,16.5,9.7,6.8
1039,5.9,-1.0,12.7,13.8,11.2,4.4
1040,5.9,-1.0,12.9,14.9,9.5,3.7
1041,-1.0,-1.0,13.3,15.9,11.6,10.5
1042,-1.0,-1.0,11.3,15.0,9.8,7.6
1043,-1.0,-1.0,8.9,14.7,4.0,-1.1
1044,-1.0,-1.0,7.8,13.1,2.9,-1.0
1045,-1.0,-1.0,5.6,8.5,3.0,1.4
1046,-1.0,-1.0,6.2,10.4,2.9,1.1
1047,-1.0,-1.0,6.0,9.5,2.7,1.3
1048,-1.0,-1.0,6.1,10.6,2.2,0.7
1049,0.3,-1.0,7.7,10.4,6.2,5.4
1050,-1.0,-1.0,6.0,7.5,4.9,5.5
1051,-1.0,-1.0,6.0,9.1,2.7,1.3
1052,-1.0,-1.0,5.1,6.9,4.5,4.6
1053,-1.0,-1.0,3.9,5.7,3.1,3.6
1054,0.0,-1.0,1.1,3.1,-0.4,0.7
1055,0.3,-1.0,2.6,3.5,1.1,1.4
1056,0.0,-1.0,4.5,5.8,2.6,2.8
1057,-1.0,-1.0,5.5,7.7,4.6,2.4
1058,-1.0,-1.0,6.4,7.0,4.8,4.2
1059,-1.0,-1.0,6.2,7.5,4.7,2.5
1060,-1.0,-1.0,5.2,7.7,1.0,-5.4
1061,-1.0,-1.0,5.5,7.7,2.3,-4.6
1062,-1.0,-1.0,3.8,5.9,3.3,3.6
1063,-1.0,-1.0,3.5,4.1,2.7,2.5
1064,0.1,-1.0,5.5,6.4,4.1,3.7
1065,0.4,-1.0,5.1,6.2,4.0,3.1
1066,0.3,-1.0,2.3,6.1,0.9,0.1
1067,4.4,-1.0,0.7,2.2,-1.7,0.7
1068,9.0,-1.0,6.3,8.2,-2.2,-6.3
1069,6.4,-1.0,8.1,9.1,7.3,7.9
1070,0.1,-1.0,4.3,7.3,3.1,2.0
1071,-1.0,-1.0,3.2,4.8,1.5,2.1
1072,0.2,-1.0,1.4,3.2,-0.5,-4.0
1073,0.2,-1.0,1.0,3.7,-2.2,-6.8
1074,5.4,-1.0,-0.4,1.7,-2.2,0.1
1075,-1.0,3.0,-2.1,-0.3,-2.9,-4.5
1076,-1.0,3.0,-2.6,-0.1,-4.7,-4.7
1077,-1.0,3.0,-4.1,-2.6,-6.1,-12.3
1078,0.5,3.0,-5.0,-3.4,-6.8,-7.6
1079,5.3,4.0,-4.7,-3.9,-5.1,-5.2
1080,4.7,11.0,-6.2,-5.0,-7.4,-5.300000000000001
1081,7.1,18.0,-2.7,-0.6,-5.5,-5.4
1082,1.0,19.0,-3.4,0.3,-4.7,-6.3
1083,-1.0,17.0,-8.5,-4.7,-10.6,-16.4
1084,-1.0,16.0,-3.9,-1.0,-11.4,-17.7
1085,0.0,14.0,-0.9,0.4,-1.7,-2.1
1086,0.1,12.0,-2.2,-0.8,-4.5,-5.6
1087,6.1,12.0,-0.2,1.4,-2.2,-3.7
1088,2.2,9.0,1.8,2.5,0.7,0.1
1089,3.5,4.0,3.8,5.0,1.9,1.3
1090,1.5,-1.0,4.2,5.2,2.4,2.4
1091,4.8,-1.0,6.0,6.9,4.8,4.2
1092,9.4,-1.0,4.1,5.7,0.9,2.5
1093,0.1,-1.0,6.3,7.4,4.4,3.0
1094,0.2,-1.0,4.2,7.1,3.2,4.4
1095,4.4,-1.0,4.1,4.8,3.2,3.0
1096,0.1,-1.0,3.6,5.9,1.2,4.8
1097,9.0,-1.0,0.3,1.3,-1.0,-1.2
1098,1.2,-1.0,4.0,5.9,1.0,0.7
1099,0.2,-1.0,-1.5,3.1,-4.6,-0.7
1100,0.0,0.0,-4.4,-2.3,-6.4,-7.3
1101,2.7,0.0,-4.2,1.6,-9.5,-13.9
1102,-1.0,-1.0,1.0,2.7,-0.6,0.2
1103,-1.0,-1.0,-1.4,0.2,-2.2,-3.7
1104,-1.0,0.0,-3.4,-1.3,-5.6,-8.3
1105,-1.0,0.0,-4.4,-1.7,-6.4,-5.6
1106,1.4,0.0,-5.1,0.4,-10.1,-10.8
1107,-1.0,-1.0,2.5,6.6,0.4,0.1
1108,-1.0,-1.0,-8.3,0.4,-10.9,-9.0
1109,5.6,-1.0,-0.3,1.9,-11.9,-14.9
1110,-1.0,-1.0,1.8,3.0,0.8,0.4
1111,-1.0,-1.0,1.1,2.6,0.5,0.8
1112,-1.0,-1.0,-5.7,0.5,-7.3,-7.3
1113,-1.0,-1.0,-8.3,-7.0,-10.1,-13.3
1114,-1.0,-1.0,-6.0,-2.5,-10.3,-13.5
1115,1.7,-1.0,-1.5,0.0,-3.4,-5.2
1116,-1.0,2.0,-1.5,0.8,-3.3,-1.0
1117,-1.0,2.0,-0.8,2.2,-3.6,-3.9
1118,-1.0,0.0,-1.7,0.2,-2.7,-4.2
1119,1.3,0.0,-1.9,0.7,-4.5,-8.0
1120,0.5,3.0,-0.2,0.5,-0.8,-1.9
1121,0.3,2.0,1.4,2.0,-0.4,-2.3
1122,0.3,-1.0,2.2,3.3,0.3,0.4
1123,-1.0,-1.0,3.0,3.7,2.4,2.0
1124,0.1,-1.0,3.9,4.5,3.0,2.7
1125,-1.0,-1.0,3.2,4.4,1.5,2.5
1126,8.8,-1.0,3.1,4.3,-0.3,-2.1
1127,1.4,-1.0,2.8,4.0,1.3,-0.4
1128,2.1,-1.0,4.0,6.7,1.0,1.5
1129,0.1,-1.0,0.8,3.1,-0.1,-1.5
1130,-1.0,-1.0,-0.7,1.3,-2.0,-1.5
1131,-1.0,-1.0,2.0,3.4,-2.6,-5.6
1132,-1.0,-1.0,4.2,5.4,2.8,-0.6999999999999993
1133,-1.0,-1.0,5.4,7.1,4.5,4.2
1134,-1.0,-1.0,0.6,5.5,-1.5,-2.0
1135,4.4,-1.0,-3.9,-0.2,-4.7,-6.2
1136,6.6,7.0,-6.5,-4.2,-8.4,-8.2
1137,-1.0,13.0,-12.8,-4.1,-18.4,-13.2
1138,-1.0,10.0,-17.8,-16.2,-18.6,-19.2
1139,0.3,10.0,-17.8,-16.3,-21.8,-24.8
1140,5.3,10.0,-3.8,-0.8,-18.8,-21.0
1141,-1.0,12.0,-0.5,1.3,-2.9,-8.5
1142,1.1,12.0,0.5,1.6,-0.9,-0.8
1143,0.3,9.0,1.7,2.9,0.8,0.9
1144,-1.0,7.0,-1.6,0.9,-3.8,-1.1
1145,8.0,7.0,-2.8,-2.3,-4.0,-5.1
1146,0.1,13.0,1.1,2.2,-2.4,-2.4
1147,0.1,8.0,0.8,1.6,0.5,0.3
1148,-1.0,8.0,-2.8,0.8,-5.1,-2.8
1149,-1.0,8.0,-4.2,-2.3,-7.3,-7.4
1150,0.2,8.0,-3.5,-0.7,-6.6,-5.9
1151,0.9,8.0,1.1,1.6,-1.0,-2.0
1152,-1.0,5.0,1.6,2.0,0.6,0.1
1153,0.3,5.0,-0.6,2.7,-2.4,-5.7
1154,0.4,5.0,-1.8,0.5,-2.8,-6.4
1155,0.2,5.0,1.0,2.9,-2.6,-5.8
1156,0.1,6.0,0.1,1.1,-0.7,-3.2
1157,-1.0,6.0,-2.2,1.2,-5.3,-4.4
1158,0.6,6.0,-3.8,-2.5,-7.5,-9.4
1159,-1.0,6.0,1.9,3.3,-2.5,-2.7
1160,-1.0,4.0,1.6,5.0,0.4,-2.4
1161,1.8,4.0,0.8,1.5,-0.9,-5.6
1162,2.6,3.0,0.6,1.4,-0.4,0.3
1163,5.6,5.0,1.0,1.8,-0.1,-0.3
1164,-1.0,4.0,0.2,1.9,-0.7,-0.8
1165,1.5,4.0,-0.6,0.1,-1.5,-1.4
1166,0.2,5.0,-0.8,0.5,-2.3,-0.9
1167,-1.0,6.0,-0.2,0.2,-1.3,-1.4
1168,2.7,6.0,0.4,0.7,0.1,-0.3
1169,-1.0,7.0,-2.5,0.4,-3.7,-1.5
1170,-1.0,7.0,-7.3,-3.7,-9.8,-6.4
1171,-1.0,8.0,-12.1,-8.6,-14.6,-15.2
1172,-1.0,8.0,-8.8,-3.6,-12.8,-14.5
1173,-1.0,8.0,-10.1,-6.0,-13.8,-15.3
1174,-1.0,8.0,-8.3,-6.2,-9.8,-9.4
1175,-1.0,8.0,-5.4,-3.3,-9.7,-14.1
1176,-1.0,8.0,-2.7,-0.1,-4.5,-6.4
1177,-1.0,8.0,1.5,5.1,-2.3,-2.6
1178,-1.0,8.0,4.4,7.8,2.3,0.0
1179,-1.0,8.0,0.0,4.4,-3.0,-7.5
1180,0.9,8.0,0.5,1.4,-0.5,-3.2
1181,0.2,8.0,1.5,2.1,0.5,-0.3
1182,1.5,5.0,1.9,6.3,-1.1,-2.5
1183,1.1,5.0,2.2,3.7,0.9,0.2
1184,2.8,3.0,0.4,3.6,-1.3,0.7
1185,-1.0,7.0,-2.5,0.0,-4.7,-3.6
1186,12.2,6.0,-4.6,-2.6,-10.3,-13.1
1187,0.3,15.0,-0.7,1.4,-4.2,-12.25
1188,-1.0,13.0,-5.3,-1.8,-6.6,-11.4
1189,0.4,13.0,-5.6,-1.0,-9.8,-13.2
1190,2.5,12.0,-2.0,-0.9,-5.2,-7.4
1191,1.0,14.0,-2.3,-0.2,-5.6,-11.6
1192,7.7,13.0,2.1,3.9,-0.3,-0.9
1193,6.9,9.0,1.5,3.2,0.3,0.1
1194,0.5,7.0,1.5,2.1,0.1,0.1
1195,2.1,6.0,0.9,1.8,0.2,0.1
1196,0.2,6.0,-1.8,0.5,-4.0,-3.3
1197,-1.0,6.0,-4.2,-0.4,-7.4,-9.8
1198,-1.0,7.0,-4.2,-0.7,-7.8,-8.6
1199,5.7,6.0,-2.9,-1.3,-5.4,-6.3
1200,0.1,10.0,0.2,1.4,-1.8,-2.6
1201,0.9,9.0,1.2,2.6,-0.5,-3.0
1202,0.5,8.0,1.4,4.8,-1.2,-3.9
1203,-1.0,7.0,2.2,6.2,0.7,0.1
1204,-1.0,6.0,-0.9,2.3,-2.8,-5.0
1205,-1.0,6.0,0.6,1.7,-1.3,-2.9
1206,6.0,5.0,0.6,4.6,-0.55,-0.8
1207,-1.0,2.0,3.8,7.5,0.2,0.1
1208,1.8,0.5,3.4,8.4,-0.5,-2.1
1209,4.3,-1.0,2.0,3.7,0.5,-0.6
1210,-1.0,-1.0,1.6,2.5,0.5,-0.4
1211,-1.0,-1.0,0.6,2.3,-0.4,-0.3
1212,1.1,-1.0,0.2,3.1,-2.2,-6.8
1213,6.0,0.0,1.6,2.7,-0.5,-0.4
1214,0.2,-1.0,2.3,4.0,1.4,0.7
1215,-1.0,-1.0,2.5,7.4,-0.3,-2.4
1216,0.6,-1.0,0.5,4.4,-2.5,-4.2
1217,0.8,-1.0,1.9,4.5,-1.7,-3.9
1218,0.1,-1.0,4.8,11.9,-2.3,-5.2
1219,-1.0,-1.0,6.6,11.8,2.3,0.4
1220,-1.0,-1.0,2.4,9.1,0.5,-1.5
1221,-1.0,-1.0,0.4,5.1,-3.9,-6.3
1222,3.3,-1.0,-0.4,4.6,-5.3,-8.5
1223,0.6,2.0,0.2,3.3,-1.0,-1.9
1224,3.6,-1.0,1.5,4.8,-1.8,-6.7
1225,0.1,-1.0,4.3,5.1,2.8,1.2
1226,0.2,-1.0,3.0,5.7,1.7,3.1
1227,-1.0,-1.0,3.8,7.8,0.9,0.1
1228,0.7,-1.0,3.3,6.4,1.8,1.9
1229,-1.0,-1.0,4.7,10.7,-1.0,-3.7
1230,4.4,-1.0,4.1,7.5,1.2,-2.5
1231,-1.0,-1.0,3.3,7.7,-1.7,-3.5
1232,-1.0,-1.0,3.7,6.6,1.3,-0.7
1233,2.0,-1.0,6.0,11.8,2.2,0.6
1234,0.7,-1.0,4.3,9.1,1.6,0.9
1235,1.1,-1.0,1.8,6.4,-2.6,-4.6
1236,0.3,0.0,1.2,4.2,-0.7,-0.4
1237,-1.0,-1.0,-0.5,2.5,-3.4,-5.2
1238,-1.0,-1.0,-1.4,2.9,-5.1,-7.7
1239,-1.0,-1.0,-1.7,1.2,-4.7,-8.6
1240,-1.0,-1.0,0.6,4.0,-2.9,-5.8
1241,-1.0,-1.0,0.3,3.6,-2.1,-5.2
1242,-1.0,-1.0,1.2,5.4,-4.5,-10.4
1243,5.1,-1.0,2.5,7.2,-1.1,-4.2
1244,-1.0,-1.0,5.7,11.1,1.0,0.4
1245,2.1,-1.0,3.1,8.3,0.1,-2.7
1246,1.6,-1.0,2.9,7.6,0.3,0.1
1247,2.5,-1.0,3.6,8.8,-1.2,-3.3
1248,4.9,0.0,2.8,6.9,0.4,-3.5
1249,0.3,-1.0,3.2,7.6,0.3,-0.3
1250,-1.0,-1.0,4.4,9.2,1.2,-0.1
1251,-1.0,-1.0,4.1,9.4,-0.8,-5.7
1252,9.9,-1.0,2.3,5.6,0.1,-1.5
1253,0.4,2.0,2.2,5.2,0.4,0.1
1254,-1.0,-1.0,7.6,12.4,1.5,-0.5
1255,-1.0,-1.0,9.4,16.0,1.3,-5.0
1256,-1.0,-1.0,9.2,14.1,3.3,-0.9
1257,-1.0,-1.0,6.7,11.2,3.0,0.2
1258,-1.0,-1.0,10.1,18.0,1.4,-1.0
1259,-1.0,-1.0,11.1,15.1,6.6,5.4
1260,-1.0,-1.0,6.1,11.3,2.3,0.2
1261,-1.0,-1.0,4.4,8.2,2.7,-0.6
1262,0.2,-1.0,1.5,5.1,0.3,-0.9
1263,3.2,-1.0,1.5,5.8,-2.0,-6.6
1264,0.4,-1.0,2.9,7.9,-2.1,-7.2
1265,-1.0,-1.0,5.1,11.0,-1.8,-4.1
1266,-1.0,-1.0,7.5,13.2,0.5,-5.4
1267,-1.0,-1.0,9.8,14.5,2.2,-4.6
1268,0.9,-1.0,9.0,14.8,7.7,7.2
1269,-1.0,-1.0,7.3,11.8,0.1,-3.8
1270,0.7,-1.0,9.4,13.4,5.6,-1.7
1271,-1.0,-1.0,11.2,14.8,8.6,7.9
1272,-1.0,-1.0,16.1,22.7,9.3,5.3
1273,-1.0,-1.0,16.9,21.4,14.8,12.2
1274,-1.0,-1.0,14.7,18.5,9.7,4.5
1275,-1.0,-1.0,14.6,19.8,9.0,5.8
1276,-1.0,-1.0,13.3,18.8,8.5,4.8
1277,-1.0,-1.0,12.4,16.9,9.5,7.5
1278,-1.0,-1.0,14.1,20.5,8.7,2.5
1279,3.6,-1.0,14.1,19.8,7.6,5.2
1280,-1.0,-1.0,9.6,16.7,6.8,3.0
1281,1.0,-1.0,13.2,17.8,7.9,4.8
1282,-1.0,-1.0,14.1,19.4,12.2,11.9
1283,5.4,-1.0,9.6,13.3,4.4,-1.7
1284,0.7,-1.0,10.8,15.9,8.6,7.9
1285,1.0,-1.0,6.5,11.7,4.4,1.9
1286,-1.0,-1.0,6.2,9.3,2.4,0.1
1287,-1.0,-1.0,10.0,16.2,3.6,-0.5
1288,-1.0,-1.0,9.9,15.9,5.1,0.2
1289,4.1,-1.0,10.4,12.3,9.1,6.6
1290,-1.0,-1.0,14.5,20.0,8.3,4.2
1291,1.3,-1.0,16.4,20.9,9.0,3.8
1292,26.5,-1.0,12.3,18.3,10.9,11.2
1293,-1.0,-1.0,14.0,18.7,10.9,11.0
1294,-1.0,-1.0,16.3,20.4,10.2,5.5
1295,5.3,-1.0,16.8,21.9,13.3,10.3
1296,18.6,-1.0,12.6,16.2,11.4,10.5
1297,0.6,-1.0,12.6,18.6,10.9,11.2
1298,-1.0,-1.0,14.8,20.3,6.6,3.1
1299,-1.0,-1.0,15.1,20.2,8.7,3.5
1300,-1.0,-1.0,18.4,22.9,11.5,7.4
1301,-1.0,-1.0,19.3,24.5,13.7,8.9
1302,-1.0,-1.0,16.9,19.8,13.9,9.1
1303,4.7,-1.0,17.8,22.7,14.8,13.3
1304,2.7,-1.0,12.7,18.2,10.8,8.4
1305,5.2,-1.0,12.4,18.1,9.2,7.9
1306,1.4,-1.0,12.2,17.4,8.7,6.6
1307,-1.0,-1.0,10.8,15.4,6.5,3.9
1308,4.5,-1.0,12.9,17.1,9.0,3.8
1309,-1.0,-1.0,14.0,17.4,10.8,11.0
1310,-1.0,-1.0,13.5,16.1,11.4,10.4
1311,0.4,-1.0,13.7,17.5,11.3,9.2
1312,-1.0,-1.0,15.3,20.2,10.0,8.5
1313,-1.0,-1.0,16.3,20.3,8.4,3.6
1314,-1.0,-1.0,17.2,19.8,14.2,13.1
1315,0.1,-1.0,14.1,18.2,13.2,12.9
1316,-1.0,-1.0,16.4,19.6,13.4,12.6
1317,2.2,-1.0,14.5,17.5,13.2,11.5
1318,0.9,-1.0,14.1,18.5,11.5,9.3
1319,-1.0,-1.0,14.0,17.8,12.2,11.9
1320,-1.0,-1.0,11.5,16.7,8.3,5.9
1321,-1.0,-1.0,14.7,20.2,7.8,4.3
1322,0.3,-1.0,16.1,22.1,11.1,5.5
1323,-1.0,-1.0,17.4,21.7,12.4,9.3
1324,-1.0,-1.0,18.0,22.3,12.0,6.9
1325,7.8,-1.0,16.8,18.9,14.8,9.8
1326,-1.0,-1.0,16.8,21.1,15.0,15.3
1327,4.2,-1.0,14.7,19.5,12.8,10.2
1328,-1.0,-1.0,15.3,20.8,10.2,9.5
1329,-1.0,-1.0,16.7,22.4,8.6,3.7
1330,-1.0,-1.0,18.0,22.9,10.9,6.9
1331,2.7,-1.0,15.4,18.8,13.2,8.1
1332,4.6,-1.0,15.0,20.1,11.0,6.5
1333,0.3,-1.0,13.7,16.6,10.2,6.6
1334,1.4,-1.0,14.6,19.3,12.1,11.8
1335,-1.0,-1.0,15.8,21.1,9.5,5.9
1336,3.3,-1.0,15.6,21.1,9.8,6.2
1337,-1.0,-1.0,16.9,21.7,10.6,7.6
1338,-1.0,-1.0,15.7,18.7,11.1,7.6
1339,-1.0,-1.0,16.1,20.6,13.2,11.0
1340,-1.0,-1.0,17.2,22.5,12.4,9.8
1341,2.4,-1.0,19.0,23.1,13.8,10.7
1342,-1.0,-1.0,19.1,24.3,16.6,15.9
1343,-1.0,-1.0,17.8,21.9,15.7,12.0
1344,0.9,-1.0,18.3,22.7,13.5,8.3
1345,0.1,-1.0,17.8,22.3,15.1,10.4
1346,12.3,-1.0,18.9,23.2,15.6,12.8
1347,2.9,-1.0,17.5,21.9,15.5,14.3
1348,10.3,-1.0,18.2,22.0,15.3,13.3
1349,19.6,-1.0,16.6,20.4,14.5,11.9
1350,-1.0,-1.0,17.1,20.2,15.0,14.2
1351,11.0,-1.0,16.0,20.5,14.5,13.5
1352,11.0,-1.0,15.2,18.8,13.9,13.4
1353,-1.0,-1.0,17.2,21.9,11.8,7.1
1354,0.1,-1.0,18.3,22.4,13.2,8.6
1355,-1.0,-1.0,18.7,22.3,17.1,15.2
1356,-1.0,-1.0,18.1,22.3,13.7,10.1
1357,9.4,-1.0,19.6,25.0,15.5,11.6
1358,0.2,-1.0,17.4,20.9,16.1,15.4
1359,-1.0,-1.0,16.1,21.0,10.0,7.2
1360,-1.0,-1.0,16.4,20.7,11.8,6.9
1361,-1.0,-1.0,17.6,20.8,12.2,7.1
1362,0.3,-1.0,19.0,22.7,16.8,14.3
1363,-1.0,-1.0,18.0,21.1,16.0,14.0
1364,1.7,-1.0,18.2,22.2,15.7,15.2
1365,-1.0,-1.0,17.4,20.0,15.8,14.9
1366,-1.0,-1.0,16.2,19.1,14.7,10.0
1367,-1.0,-1.0,14.9,18.6,12.0,9.0
1368,-1.0,-1.0,13.5,17.3,9.9,6.1
1369,-1.0,-1.0,12.9,18.3,10.3,9.3
1370,2.7,-1.0,11.2,14.1,8.1,4.7
1371,0.7,-1.0,10.4,16.0,6.7,3.7
1372,-1.0,-1.0,10.7,15.2,6.0,2.7
1373,-1.0,-1.0,12.0,16.8,8.8,5.0
1374,-1.0,-1.0,14.4,17.7,7.7,2.2
1375,1.9,-1.0,16.8,19.4,14.8,14.1
1376,2.0,-1.0,17.2,19.1,14.9,14.9
1377,-1.0,-1.0,15.1,18.0,12.5,14.8
1378,-1.0,-1.0,12.9,15.7,9.4,4.9
1379,0.1,-1.0,12.9,15.9,11.9,11.3
1380,-1.0,-1.0,11.9,16.0,8.4,7.4
1381,-1.0,-1.0,11.4,15.1,8.6,7.2
1382,-1.0,-1.0,10.4,14.6,4.9,1.3
1383,0.7,-1.0,10.3,12.2,9.4,7.6
1384,6.1,-1.0,10.6,13.5,7.9,6.4
1385,15.9,-1.0,13.1,14.6,11.1,8.8
1386,3.9,-1.0,14.6,16.1,13.9,13.5
1387,16.4,-1.0,14.6,17.5,12.3,8.8
1388,0.1,-1.0,14.9,17.9,13.1,8.4
1389,1.1,-1.0,14.4,17.5,12.7,9.3
1390,15.4,-1.0,12.9,15.2,11.7,7.3
1391,0.2,-1.0,12.2,16.3,10.5,10.8
1392,2.1,-1.0,12.1,17.2,9.1,7.2
1393,-1.0,-1.0,9.9,14.9,5.9,1.6
1394,-1.0,-1.0,8.7,12.2,4.1,0.6
1395,0.5,-1.0,9.0,10.6,7.7,6.1
1396,0.6,-1.0,9.2,12.9,5.7,2.7
1397,1.2,-1.0,12.4,15.1,9.6,7.9
1398,0.8,-1.0,11.5,13.3,10.1,10.0
1399,-1.0,-1.0,12.8,15.2,10.5,8.4
1400,-1.0,-1.0,12.5,16.3,10.0,4.2
1401,-1.0,-1.0,12.6,16.7,8.6,2.9
1402,-1.0,-1.0,12.0,13.5,9.7,3.6
1403,-1.0,-1.0,12.1,14.3,10.2,11.2
1404,-1.0,-1.0,10.1,12.4,8.2,3.4
1405,-1.0,-1.0,8.9,14.6,4.0,0.6
1406,0.1,-1.0,8.8,10.1,7.3,7.6
1407,-1.0,-1.0,9.1,9.9,7.9,7.6
1408,6.4,-1.0,9.2,10.1,8.4,8.5
1409,21.5,-1.0,8.3,9.1,7.1,6.7
1410,12.7,-1.0,11.2,13.5,9.0,8.7
1411,0.6,-1.0,8.8,10.6,8.2,6.1
1412,0.7,-1.0,7.7,11.2,4.4,1.3
1413,11.7,-1.0,8.1,10.8,6.5,5.0
1414,14.1,-1.0,9.3,10.0,7.2,5.1
1415,18.3,-1.0,8.6,9.7,7.4,7.8
1416,24.2,-1.0,8.1,9.0,7.4,7.1
1417,1.5,-1.0,6.9,8.3,6.4,6.4
1418,18.1,-1.0,6.0,8.7,1.3,-2.0
1419,-1.0,-1.0,7.5,9.9,5.4,6.5
1420,5.0,-1.0,7.2,9.1,5.3,2.4
1421,3.3,-1.0,8.3,12.7,6.3,5.0
1422,-1.0,-1.0,10.7,14.3,6.6,1.8
1423,1.6,-1.0,8.5,11.5,4.6,1.0
1424,-1.0,-1.0,8.3,11.5,6.5,7.7
1425,0.9,-1.0,4.6,9.3,2.5,-0.2
1426,-1.0,-1.0,2.0,7.0,-0.8,-4.8
1427,-1.0,0.0,0.2,6.2,-3.4,-6.1
1428,-1.0,-1.0,0.1,3.0,-2.3,-5.9
1429,-1.0,-1.0,1.3,3.6,-0.5,-3.2
1430,-1.0,0.0,0.8,3.5,-3.0,-6.3
1431,8.5,-1.0,2.1,3.8,0.9,-0.1
1432,12.3,2.0,0.3,2.2,-1.1,0.1
1433,2.0,7.0,-0.3,0.8,-1.3,-1.3
1434,16.5,4.0,3.3,5.0,-1.0,-4.9
1435,2.4,-1.0,2.1,4.1,1.2,2.3
1436,-1.0,-1.0,1.2,1.9,0.8,0.4
1437,-1.0,-1.0,-0.4,2.6,-2.5,-2.4
1438,-1.0,0.0,0.1,2.9,-3.1,-6.6
1439,0.1,0.0,0.1547945205479452,2.959360730593607,-3.0484018264840183,-6.8
1440,0.3,-1.0,0.2095890410958904,3.0187214611872144,-2.9968036529680364,-4.7
1441,1.0,-1.0,0.2643835616438356,3.0780821917808217,-2.945205479452055,0.5
1442,0.2,-1.0,0.3191780821917808,3.1374429223744293,-2.893607305936073,4.8
1443,2.0,-1.0,0.373972602739726,3.1968036529680366,-2.8420091324200913,6.9
1444,-1.0,-1.0,0.4287671232876712,3.256164383561644,-2.7904109589041095,-1.1
1445,0.2,-1.0,0.4835616438356164,3.315525114155251,-2.738812785388128,0.4
1446,9.3,-1.0,0.5383561643835616,3.3748858447488583,-2.6872146118721463,4.2
1447,3.6,-1.0,0.5931506849315068,3.4342465753424656,-2.6356164383561644,4.3
1448,16.7,-1.0,0.647945205479452,3.493607305936073,-2.5840182648401826,3.9
1449,2.2,-1.0,0.7027397260273972,3.5529680365296805,-2.5324200913242008,0.7
1450,-1.0,-1.0,0.7575342465753424,3.6123287671232873,-2.4808219178082194,1.0
1451,2.1,-1.0,0.8123287671232876,3.671689497716895,-2.4292237442922375,-2.7
1452,1.1,-1.0,0.8671232876712328,3.7310502283105023,-2.3776255707762557,-3.7
1453,1.8,-1.0,0.921917808219178,3.7904109589041095,-2.3260273972602743,0.3
1454,2.0,-1.0,0.9767123287671232,3.8497716894977168,-2.2744292237442925,-1.9
1455,11.3,-1.0,1.0315068493150685,3.909132420091324,-2.2228310502283106,1.2
1456,10.4,-1.0,1.0863013698630137,3.9684931506849312,-2.171232876712329,2.9
